Sales Person,Product,Date,Sales,Boxes,Expenses,Category,Team,,,
Barr Faughny,Organic Choco Syrup,01-Sep-21,10983,379,762,Other,Yummies,,,
Mallorie Waber,Baker's Choco Chips,01-Sep-21,3290,329,2121,Bars,Tempo,,,
Husein Augar,Organic Choco Syrup,01-Sep-21,6545,212,415,Other,Yummies,,,
Gunar Cockshoot,70% Dark Bites,01-Sep-21,441,45,441,Bites,Yummies,,,
Dotty Strutley,Choco Coated Almonds,01-Sep-21,9849,580,6585,Bites,Delish,,,
Andria Kimpton,White Choc,01-Sep-21,3073,308,83,Other,Jucies,,,
Rafaelita Blaksland,Organic Choco Syrup,01-Sep-21,4452,149,255,Other,Yummies,,,
Karlen McCaffrey,85% Dark Bars,01-Sep-21,10220,538,404,Bars,Yummies,,,
Andria Kimpton,70% Dark Bites,01-Sep-21,3150,210,1558,Bites,Jucies,,,
Kaine Padly,Smooth Sliky Salty,01-Sep-21,6083,381,2199,Bars,Delish,,,
Ches Bonnell,Fruit & Nut Bars,01-Sep-21,14063,1407,2399,Bars,Tempo,,,
Kaine Padly,70% Dark Bites,01-Sep-21,4578,306,2926,Bites,Delish,,,
Beverie Moffet,White Choc,01-Sep-21,6454,461,112,Other,Jucies,,,
Kelci Walkden,Manuka Honey Choco,02-Sep-21,6650,256,2364,Other,Yummies,,,
Barr Faughny,Peanut Butter Cubes,02-Sep-21,2436,94,416,Bites,Yummies,,,
Mallorie Waber,Choco Coated Almonds,02-Sep-21,6944,331,3455,Bites,Tempo,,,
Gigi Bohling,After Nines,02-Sep-21,19817,684,4945,Bites,Delish,,,
Barr Faughny,50% Dark Bites,02-Sep-21,3521,235,717,Bites,Yummies,,,
Karlen McCaffrey,After Nines,02-Sep-21,10458,327,2406,Bites,Yummies,,,
Roddy Speechley,99% Dark & Pure,02-Sep-21,1302,57,305,Bars,Delish,,,
Brien Boise,After Nines,02-Sep-21,7952,249,1863,Bites,Jucies,,,
Jan Morforth,Eclairs,02-Sep-21,4753,265,889,Bites,Delish,,,
Husein Augar,85% Dark Bars,02-Sep-21,11452,546,380,Bars,Yummies,,,
Gunar Cockshoot,Spicy Special Slims,02-Sep-21,9345,390,3520,Bites,Yummies,,,
Marney O'Breen,Mint Chip Choco,02-Sep-21,7490,357,744,Bars,Yummies,,,
Camilla Castle,Organic Choco Syrup,02-Sep-21,1519,57,102,Other,Tempo,,,
Andria Kimpton,Smooth Sliky Salty,02-Sep-21,3087,155,856,Bars,Jucies,,,
Curtice Advani,Smooth Sliky Salty,02-Sep-21,2352,168,945,Bars,Delish,,,
Rafaelita Blaksland,Baker's Choco Chips,02-Sep-21,11578,891,5798,Bars,Yummies,,,
Husein Augar,Peanut Butter Cubes,02-Sep-21,462,22,109,Bites,Yummies,,,
Roddy Speechley,Caramel Stuffed Bars,03-Sep-21,6916,315,306,Bars,Delish,,,
Husein Augar,Orange Choco,03-Sep-21,3248,542,5477,Bars,Yummies,,,
Camilla Castle,Milk Bars,03-Sep-21,6475,240,412,Bars,Tempo,,,
Van Tuxwell,Peanut Butter Cubes,03-Sep-21,9009,501,2688,Bites,Yummies,,,
Rafaelita Blaksland,White Choc,03-Sep-21,2835,189,41,Other,Yummies,,,
Dotty Strutley,Milk Bars,03-Sep-21,7644,294,631,Bars,Delish,,,
Beverie Moffet,70% Dark Bites,03-Sep-21,3360,240,1860,Bites,Jucies,,,
Beverie Moffet,Mint Chip Choco,03-Sep-21,1379,99,247,Bars,Jucies,,,
Jehu Rudeforth,Organic Choco Syrup,03-Sep-21,9534,382,727,Other,Tempo,,,
Rafaelita Blaksland,Peanut Butter Cubes,03-Sep-21,14448,657,3216,Bites,Yummies,,,
Roddy Speechley,Baker's Choco Chips,03-Sep-21,3829,240,1328,Bars,Delish,,,
Gunar Cockshoot,Orange Choco,04-Sep-21,9086,758,6994,Bars,Yummies,,,
Kelci Walkden,Milk Bars,04-Sep-21,5803,194,358,Bars,Yummies,,,
Camilla Castle,Manuka Honey Choco,04-Sep-21,182,7,53,Other,Tempo,,,
Madelene Upcott,85% Dark Bars,04-Sep-21,9863,520,387,Bars,Jucies,,,
Curtice Advani,Orange Choco,04-Sep-21,4046,289,2692,Bars,Delish,,,
Andria Kimpton,Fruit & Nut Bars,04-Sep-21,3493,350,535,Bars,Jucies,,,
Jan Morforth,Almond Choco,04-Sep-21,392,18,231,Bars,Delish,,,
Gigi Bohling,Spicy Special Slims,04-Sep-21,2534,111,1206,Bites,Delish,,,
Jehu Rudeforth,85% Dark Bars,04-Sep-21,7084,308,195,Bars,Tempo,,,
Gigi Bohling,Orange Choco,04-Sep-21,4809,344,3476,Bars,Delish,,,
Marney O'Breen,Drinking Coco,04-Sep-21,7959,266,639,Other,Yummies,,,
Kelci Walkden,99% Dark & Pure,04-Sep-21,10521,527,2824,Bars,Yummies,,,
Kelci Walkden,Fruit & Nut Bars,04-Sep-21,56,5,8,Bars,Yummies,,,
Beverie Moffet,Baker's Choco Chips,04-Sep-21,3017,189,1322,Bars,Jucies,,,
Karlen McCaffrey,Orange Choco,04-Sep-21,18949,2707,24976,Bars,Yummies,,,
Roddy Speechley,Milk Bars,04-Sep-21,8764,338,637,Bars,Delish,,,
Dotty Strutley,Raspberry Choco,04-Sep-21,12201,643,4196,Bars,Delish,,,
Oby Sorrel,Spicy Special Slims,04-Sep-21,11935,460,4702,Bites,Jucies,,,
Barr Faughny,Smooth Sliky Salty,04-Sep-21,3724,266,1215,Bars,Yummies,,,
Van Tuxwell,Eclairs,04-Sep-21,2646,166,496,Bites,Yummies,,,
Gunar Cockshoot,White Choc,04-Sep-21,686,46,13,Other,Yummies,,,
Karlen McCaffrey,Smooth Sliky Salty,04-Sep-21,2037,128,720,Bars,Yummies,,,
Van Tuxwell,Choco Coated Almonds,04-Sep-21,6300,300,4060,Bites,Yummies,,,
Husein Augar,Peanut Butter Cubes,04-Sep-21,2541,111,611,Bites,Yummies,,,
Wilone O'Kielt,Raspberry Choco,04-Sep-21,1883,118,705,Bars,Delish,,,
Ches Bonnell,Spicy Special Slims,04-Sep-21,10255,446,4395,Bites,Tempo,,,
Jehu Rudeforth,After Nines,05-Sep-21,5803,233,1537,Bites,Tempo,,,
Andria Kimpton,50% Dark Bites,05-Sep-21,8260,1033,3297,Bites,Jucies,,,
Roddy Speechley,Baker's Choco Chips,05-Sep-21,14868,1859,13566,Bars,Delish,,,
Gunar Cockshoot,Eclairs,05-Sep-21,4137,276,918,Bites,Yummies,,,
Brien Boise,After Nines,05-Sep-21,7161,276,1978,Bites,Jucies,,,
Roddy Speechley,Drinking Coco,05-Sep-21,9625,332,839,Other,Delish,,,
Beverie Moffet,Organic Choco Syrup,05-Sep-21,12852,429,870,Other,Jucies,,,
Madelene Upcott,Eclairs,05-Sep-21,7546,581,1802,Bites,Jucies,,,
Beverie Moffet,Eclairs,05-Sep-21,4123,275,837,Bites,Jucies,,,
Mallorie Waber,Organic Choco Syrup,05-Sep-21,13174,573,1151,Other,Tempo,,,
Rafaelita Blaksland,50% Dark Bites,05-Sep-21,7637,546,1407,Bites,Yummies,,,
Madelene Upcott,Baker's Choco Chips,05-Sep-21,3311,332,1817,Bars,Jucies,,,
Mallorie Waber,Raspberry Choco,05-Sep-21,2338,107,724,Bars,Tempo,,,
Curtice Advani,Caramel Stuffed Bars,08-Sep-21,3465,139,141,Bars,Delish,,,
Rafaelita Blaksland,Peanut Butter Cubes,08-Sep-21,2345,107,519,Bites,Yummies,,,
Madelene Upcott,Organic Choco Syrup,08-Sep-21,12698,471,996,Other,Jucies,,,
Barr Faughny,85% Dark Bars,08-Sep-21,6678,334,212,Bars,Yummies,,,
Karlen McCaffrey,Baker's Choco Chips,08-Sep-21,4851,324,2345,Bars,Yummies,,,
Ches Bonnell,Drinking Coco,08-Sep-21,336,12,33,Other,Tempo,,,
Karlen McCaffrey,Orange Choco,08-Sep-21,2366,198,1862,Bars,Yummies,,,
Ches Bonnell,99% Dark & Pure,08-Sep-21,10598,461,2449,Bars,Tempo,,,
Barr Faughny,Smooth Sliky Salty,08-Sep-21,13293,665,3906,Bars,Yummies,,,
Van Tuxwell,50% Dark Bites,08-Sep-21,2086,261,738,Bites,Yummies,,,
Wilone O'Kielt,Peanut Butter Cubes,08-Sep-21,2751,120,633,Bites,Delish,,,
Dennison Crosswaite,Spicy Special Slims,08-Sep-21,5481,275,2887,Bites,Yummies,,,
Andria Kimpton,Smooth Sliky Salty,08-Sep-21,5628,433,2065,Bars,Jucies,,,
Jehu Rudeforth,Caramel Stuffed Bars,08-Sep-21,2660,89,92,Bars,Tempo,,,
Oby Sorrel,Almond Choco,09-Sep-21,1386,82,1029,Bars,Jucies,,,
Rafaelita Blaksland,Milk Bars,09-Sep-21,11060,382,663,Bars,Yummies,,,
Marney O'Breen,Choco Coated Almonds,09-Sep-21,2919,172,1894,Bites,Yummies,,,
Camilla Castle,99% Dark & Pure,09-Sep-21,8680,457,1959,Bars,Tempo,,,
Andria Kimpton,Spicy Special Slims,09-Sep-21,1484,71,641,Bites,Jucies,,,
Rafaelita Blaksland,Choco Coated Almonds,09-Sep-21,16919,996,12794,Bites,Yummies,,,
Mallorie Waber,After Nines,09-Sep-21,13188,440,2679,Bites,Tempo,,,
Husein Augar,Raspberry Choco,09-Sep-21,4998,294,2098,Bars,Yummies,,,
Dotty Strutley,85% Dark Bars,09-Sep-21,6146,342,243,Bars,Delish,,,
Beverie Moffet,Milk Bars,09-Sep-21,5621,217,421,Bars,Jucies,,,
Madelene Upcott,Mint Chip Choco,09-Sep-21,980,47,127,Bars,Jucies,,,
Jan Morforth,Almond Choco,10-Sep-21,7343,350,4719,Bars,Delish,,,
Barr Faughny,Caramel Stuffed Bars,10-Sep-21,1750,63,62,Bars,Yummies,,,
Gigi Bohling,Eclairs,10-Sep-21,2464,165,521,Bites,Delish,,,
Andria Kimpton,Milk Bars,10-Sep-21,1974,86,183,Bars,Jucies,,,
Jehu Rudeforth,70% Dark Bites,10-Sep-21,11823,986,9103,Bites,Tempo,,,
Kelci Walkden,85% Dark Bars,10-Sep-21,7350,335,280,Bars,Yummies,,,
Kelci Walkden,Baker's Choco Chips,10-Sep-21,4165,417,2789,Bars,Yummies,,,
Gunar Cockshoot,85% Dark Bars,10-Sep-21,630,28,21,Bars,Yummies,,,
Andria Kimpton,Baker's Choco Chips,10-Sep-21,2282,143,983,Bars,Jucies,,,
Rafaelita Blaksland,Fruit & Nut Bars,10-Sep-21,5250,292,484,Bars,Yummies,,,
Curtice Advani,Almond Choco,10-Sep-21,11676,730,10037,Bars,Delish,,,
Rafaelita Blaksland,Caramel Stuffed Bars,10-Sep-21,14917,533,446,Bars,Yummies,,,
Jehu Rudeforth,Manuka Honey Choco,11-Sep-21,4634,155,1272,Other,Tempo,,,
Gigi Bohling,Manuka Honey Choco,11-Sep-21,819,27,234,Other,Delish,,,
Brien Boise,Drinking Coco,11-Sep-21,2422,106,239,Other,Jucies,,,
Jan Morforth,Manuka Honey Choco,11-Sep-21,1463,59,438,Other,Delish,,,
Kelci Walkden,Manuka Honey Choco,11-Sep-21,1050,32,283,Other,Yummies,,,
Oby Sorrel,Peanut Butter Cubes,11-Sep-21,1526,85,388,Bites,Jucies,,,
Gunar Cockshoot,50% Dark Bites,11-Sep-21,427,27,80,Bites,Yummies,,,
Curtice Advani,Spicy Special Slims,11-Sep-21,10976,440,4133,Bites,Delish,,,
Wilone O'Kielt,Mint Chip Choco,12-Sep-21,6503,407,1088,Bars,Delish,,,
Jan Morforth,99% Dark & Pure,12-Sep-21,21,1,5,Bars,Delish,,,
Gigi Bohling,Eclairs,12-Sep-21,7063,393,1330,Bites,Delish,,,
Roddy Speechley,Peanut Butter Cubes,12-Sep-21,3990,200,866,Bites,Delish,,,
Dotty Strutley,70% Dark Bites,12-Sep-21,1806,129,1117,Bites,Delish,,,
Marney O'Breen,White Choc,12-Sep-21,10136,597,155,Other,Yummies,,,
Karlen McCaffrey,Almond Choco,12-Sep-21,1288,62,836,Bars,Yummies,,,
Oby Sorrel,White Choc,12-Sep-21,1295,87,21,Other,Jucies,,,
Andria Kimpton,70% Dark Bites,12-Sep-21,6461,718,6037,Bites,Jucies,,,
Jehu Rudeforth,Manuka Honey Choco,12-Sep-21,4949,155,1309,Other,Tempo,,,
Madelene Upcott,Fruit & Nut Bars,12-Sep-21,5432,302,529,Bars,Jucies,,,
Kelci Walkden,Caramel Stuffed Bars,12-Sep-21,7112,246,226,Bars,Yummies,,,
Karlen McCaffrey,Peanut Butter Cubes,12-Sep-21,266,11,52,Bites,Yummies,,,
Gigi Bohling,50% Dark Bites,12-Sep-21,6202,414,1264,Bites,Delish,,,
Jehu Rudeforth,After Nines,15-Sep-21,1057,43,262,Bites,Tempo,,,
Kelci Walkden,Drinking Coco,15-Sep-21,1925,67,154,Other,Yummies,,,
Wilone O'Kielt,85% Dark Bars,15-Sep-21,1841,77,54,Bars,Delish,,,
Kaine Padly,Spicy Special Slims,15-Sep-21,1204,61,579,Bites,Delish,,,
Wilone O'Kielt,85% Dark Bars,15-Sep-21,4074,186,126,Bars,Delish,,,
Marney O'Breen,Manuka Honey Choco,15-Sep-21,4473,150,1397,Other,Yummies,,,
Marney O'Breen,Baker's Choco Chips,15-Sep-21,2947,246,1631,Bars,Yummies,,,
Van Tuxwell,Organic Choco Syrup,15-Sep-21,15386,642,1245,Other,Yummies,,,
Wilone O'Kielt,Milk Bars,15-Sep-21,4690,188,319,Bars,Delish,,,
Roddy Speechley,White Choc,15-Sep-21,343,39,9,Other,Delish,,,
Dotty Strutley,Mint Chip Choco,15-Sep-21,3052,146,341,Bars,Delish,,,
Beverie Moffet,Manuka Honey Choco,15-Sep-21,686,25,219,Other,Jucies,,,
Wilone O'Kielt,White Choc,15-Sep-21,6993,538,132,Other,Delish,,,
Mallorie Waber,Milk Bars,16-Sep-21,5236,169,356,Bars,Tempo,,,
Curtice Advani,Spicy Special Slims,16-Sep-21,8638,333,3342,Bites,Delish,,,
Kaine Padly,Manuka Honey Choco,16-Sep-21,5712,191,1537,Other,Delish,,,
Gunar Cockshoot,Mint Chip Choco,16-Sep-21,6258,330,875,Bars,Yummies,,,
Wilone O'Kielt,70% Dark Bites,16-Sep-21,3234,294,2181,Bites,Delish,,,
Kelci Walkden,Organic Choco Syrup,16-Sep-21,17577,677,1217,Other,Yummies,,,
Husein Augar,Eclairs,16-Sep-21,12684,668,2147,Bites,Yummies,,,
Gigi Bohling,99% Dark & Pure,16-Sep-21,1239,54,294,Bars,Delish,,,
Kelci Walkden,50% Dark Bites,16-Sep-21,3402,243,783,Bites,Yummies,,,
Karlen McCaffrey,Choco Coated Almonds,16-Sep-21,11382,633,8712,Bites,Yummies,,,
Madelene Upcott,Milk Bars,16-Sep-21,7133,265,465,Bars,Jucies,,,
Jehu Rudeforth,Milk Bars,17-Sep-21,8309,333,683,Bars,Tempo,,,
Van Tuxwell,Fruit & Nut Bars,17-Sep-21,1435,131,236,Bars,Yummies,,,
Dennison Crosswaite,Eclairs,17-Sep-21,3227,216,664,Bites,Yummies,,,
Camilla Castle,Drinking Coco,17-Sep-21,133,6,15,Other,Tempo,,,
Gigi Bohling,99% Dark & Pure,17-Sep-21,5446,273,1336,Bars,Delish,,,
Karlen McCaffrey,99% Dark & Pure,17-Sep-21,4424,261,1301,Bars,Yummies,,,
Jehu Rudeforth,Milk Bars,17-Sep-21,1827,80,154,Bars,Tempo,,,
Wilone O'Kielt,Manuka Honey Choco,17-Sep-21,8232,305,2455,Other,Delish,,,
Kaine Padly,50% Dark Bites,17-Sep-21,861,62,168,Bites,Delish,,,
Barr Faughny,70% Dark Bites,17-Sep-21,8099,675,5787,Bites,Yummies,,,
Rafaelita Blaksland,Smooth Sliky Salty,17-Sep-21,5894,281,1608,Bars,Yummies,,,
Camilla Castle,After Nines,17-Sep-21,8211,257,1940,Bites,Tempo,,,
Kaine Padly,After Nines,17-Sep-21,10360,415,2421,Bites,Delish,,,
Dotty Strutley,Milk Bars,17-Sep-21,5145,166,279,Bars,Delish,,,
Ches Bonnell,50% Dark Bites,17-Sep-21,9163,1146,3658,Bites,Tempo,,,
Rafaelita Blaksland,White Choc,17-Sep-21,15323,1393,338,Other,Yummies,,,
Marney O'Breen,Orange Choco,17-Sep-21,7994,1000,8699,Bars,Yummies,,,
Jan Morforth,Choco Coated Almonds,17-Sep-21,6363,455,5584,Bites,Delish,,,
Oby Sorrel,Peanut Butter Cubes,17-Sep-21,3262,172,874,Bites,Jucies,,,
Gigi Bohling,Drinking Coco,17-Sep-21,2793,127,346,Other,Delish,,,
Rafaelita Blaksland,Organic Choco Syrup,18-Sep-21,8491,340,689,Other,Yummies,,,
Dennison Crosswaite,Caramel Stuffed Bars,18-Sep-21,13685,571,601,Bars,Yummies,,,
Mallorie Waber,White Choc,18-Sep-21,770,52,12,Other,Tempo,,,
Camilla Castle,50% Dark Bites,18-Sep-21,8631,1079,3625,Bites,Tempo,,,
Jehu Rudeforth,Fruit & Nut Bars,18-Sep-21,4536,267,417,Bars,Tempo,,,
Rafaelita Blaksland,99% Dark & Pure,18-Sep-21,14497,605,3383,Bars,Yummies,,,
Rafaelita Blaksland,Choco Coated Almonds,18-Sep-21,7672,452,4717,Bites,Yummies,,,
Gunar Cockshoot,99% Dark & Pure,18-Sep-21,10878,573,3177,Bars,Yummies,,,
Dennison Crosswaite,50% Dark Bites,18-Sep-21,12572,1397,4577,Bites,Yummies,,,
Beverie Moffet,50% Dark Bites,18-Sep-21,1575,105,318,Bites,Jucies,,,
Dennison Crosswaite,Manuka Honey Choco,18-Sep-21,5453,166,1284,Other,Yummies,,,
Beverie Moffet,Manuka Honey Choco,18-Sep-21,4802,155,1456,Other,Jucies,,,
Marney O'Breen,Eclairs,19-Sep-21,7651,426,1393,Bites,Yummies,,,
Madelene Upcott,Orange Choco,19-Sep-21,2079,260,2262,Bars,Jucies,,,
Dennison Crosswaite,Spicy Special Slims,19-Sep-21,2100,81,813,Bites,Yummies,,,
Camilla Castle,Smooth Sliky Salty,19-Sep-21,5278,406,2344,Bars,Tempo,,,
Barr Faughny,Spicy Special Slims,19-Sep-21,4249,164,1782,Bites,Yummies,,,
Karlen McCaffrey,Mint Chip Choco,19-Sep-21,3976,210,542,Bars,Yummies,,,
Oby Sorrel,After Nines,19-Sep-21,6951,218,1548,Bites,Jucies,,,
Camilla Castle,Spicy Special Slims,19-Sep-21,616,25,258,Bites,Tempo,,,
Andria Kimpton,85% Dark Bars,19-Sep-21,5439,287,216,Bars,Jucies,,,
Brien Boise,50% Dark Bites,19-Sep-21,63,7,19,Bites,Jucies,,,
Brien Boise,Baker's Choco Chips,19-Sep-21,1533,110,709,Bars,Jucies,,,
Oby Sorrel,70% Dark Bites,19-Sep-21,3535,322,2442,Bites,Jucies,,,
Jan Morforth,Spicy Special Slims,19-Sep-21,2429,111,1012,Bites,Delish,,,
Gunar Cockshoot,Raspberry Choco,19-Sep-21,7119,356,2128,Bars,Yummies,,,
Dennison Crosswaite,Drinking Coco,19-Sep-21,3521,118,292,Other,Yummies,,,
Ches Bonnell,After Nines,19-Sep-21,3745,118,711,Bites,Tempo,,,
Marney O'Breen,White Choc,19-Sep-21,4816,301,75,Other,Yummies,,,
Dennison Crosswaite,Baker's Choco Chips,19-Sep-21,1736,193,1056,Bars,Yummies,,,
Rafaelita Blaksland,70% Dark Bites,19-Sep-21,1099,92,698,Bites,Yummies,,,
Dotty Strutley,After Nines,19-Sep-21,6692,231,1465,Bites,Delish,,,
Dennison Crosswaite,Baker's Choco Chips,22-Sep-21,364,31,189,Bars,Yummies,,,
Ches Bonnell,85% Dark Bars,22-Sep-21,10927,476,305,Bars,Tempo,,,
Karlen McCaffrey,85% Dark Bars,22-Sep-21,11410,476,325,Bars,Yummies,,,
Roddy Speechley,Organic Choco Syrup,22-Sep-21,2443,82,153,Other,Delish,,,
Dotty Strutley,White Choc,22-Sep-21,329,26,6,Other,Delish,,,
Wilone O'Kielt,Drinking Coco,22-Sep-21,3066,128,346,Other,Delish,,,
Beverie Moffet,Baker's Choco Chips,22-Sep-21,567,38,245,Bars,Jucies,,,
Dotty Strutley,Smooth Sliky Salty,22-Sep-21,14721,1052,4911,Bars,Delish,,,
Andria Kimpton,Choco Coated Almonds,22-Sep-21,6986,350,4456,Bites,Jucies,,,
Curtice Advani,85% Dark Bars,22-Sep-21,14112,784,502,Bars,Delish,,,
Ches Bonnell,Smooth Sliky Salty,22-Sep-21,1771,137,791,Bars,Tempo,,,
Kelci Walkden,Peanut Butter Cubes,22-Sep-21,5082,231,1174,Bites,Yummies,,,
Karlen McCaffrey,Almond Choco,22-Sep-21,1827,102,1416,Bars,Yummies,,,
Madelene Upcott,Drinking Coco,22-Sep-21,182,7,19,Other,Jucies,,,
Ches Bonnell,Choco Coated Almonds,22-Sep-21,5369,269,2931,Bites,Tempo,,,
Curtice Advani,Drinking Coco,22-Sep-21,6034,275,743,Other,Delish,,,
Andria Kimpton,Mint Chip Choco,22-Sep-21,13209,881,1816,Bars,Jucies,,,
Karlen McCaffrey,Caramel Stuffed Bars,22-Sep-21,847,30,29,Bars,Yummies,,,
Jehu Rudeforth,50% Dark Bites,22-Sep-21,1015,64,177,Bites,Tempo,,,
Dotty Strutley,50% Dark Bites,23-Sep-21,16247,2031,6540,Bites,Delish,,,
Mallorie Waber,Baker's Choco Chips,23-Sep-21,2422,303,2045,Bars,Tempo,,,
Brien Boise,Peanut Butter Cubes,23-Sep-21,3997,174,983,Bites,Jucies,,,
Roddy Speechley,Almond Choco,23-Sep-21,7182,479,7225,Bars,Delish,,,
Mallorie Waber,Mint Chip Choco,23-Sep-21,1246,70,175,Bars,Tempo,,,
Roddy Speechley,Eclairs,23-Sep-21,553,27,78,Bites,Delish,,,
Van Tuxwell,Fruit & Nut Bars,23-Sep-21,2681,207,317,Bars,Yummies,,,
Oby Sorrel,Baker's Choco Chips,23-Sep-21,2800,234,1323,Bars,Jucies,,,
Van Tuxwell,Raspberry Choco,23-Sep-21,4851,304,2076,Bars,Yummies,,,
Gigi Bohling,Caramel Stuffed Bars,23-Sep-21,168,6,5,Bars,Delish,,,
Husein Augar,Fruit & Nut Bars,23-Sep-21,315,21,32,Bars,Yummies,,,
Wilone O'Kielt,Eclairs,23-Sep-21,11851,741,2382,Bites,Delish,,,
Dotty Strutley,Drinking Coco,23-Sep-21,3220,147,353,Other,Delish,,,
Gigi Bohling,70% Dark Bites,23-Sep-21,11935,1194,11712,Bites,Delish,,,
Gunar Cockshoot,Peanut Butter Cubes,23-Sep-21,12404,478,2565,Bites,Yummies,,,
Jehu Rudeforth,Fruit & Nut Bars,24-Sep-21,1519,90,142,Bars,Tempo,,,
Jehu Rudeforth,Caramel Stuffed Bars,24-Sep-21,10934,476,415,Bars,Tempo,,,
Camilla Castle,Peanut Butter Cubes,24-Sep-21,3346,129,680,Bites,Tempo,,,
Roddy Speechley,Spicy Special Slims,24-Sep-21,8351,398,3592,Bites,Delish,,,
Karlen McCaffrey,White Choc,24-Sep-21,11718,733,185,Other,Yummies,,,
Rafaelita Blaksland,Spicy Special Slims,24-Sep-21,2681,117,1088,Bites,Yummies,,,
Jehu Rudeforth,50% Dark Bites,24-Sep-21,6188,563,1498,Bites,Tempo,,,
Husein Augar,99% Dark & Pure,24-Sep-21,10941,521,2258,Bars,Yummies,,,
Husein Augar,Milk Bars,24-Sep-21,3647,141,260,Bars,Yummies,,,
Van Tuxwell,Peanut Butter Cubes,25-Sep-21,2436,122,678,Bites,Yummies,,,
Husein Augar,Caramel Stuffed Bars,25-Sep-21,896,41,36,Bars,Yummies,,,
Wilone O'Kielt,Caramel Stuffed Bars,25-Sep-21,3808,174,142,Bars,Delish,,,
Wilone O'Kielt,Mint Chip Choco,25-Sep-21,10920,683,1517,Bars,Delish,,,
Jan Morforth,Fruit & Nut Bars,25-Sep-21,4186,299,434,Bars,Delish,,,
Roddy Speechley,85% Dark Bars,25-Sep-21,6797,309,241,Bars,Delish,,,
Roddy Speechley,Spicy Special Slims,25-Sep-21,4319,155,1427,Bites,Delish,,,
Marney O'Breen,Smooth Sliky Salty,25-Sep-21,1673,105,590,Bars,Yummies,,,
Oby Sorrel,Almond Choco,25-Sep-21,735,35,542,Bars,Jucies,,,
Oby Sorrel,After Nines,25-Sep-21,2632,106,780,Bites,Jucies,,,
Wilone O'Kielt,Orange Choco,25-Sep-21,2030,170,1554,Bars,Delish,,,
Gunar Cockshoot,Manuka Honey Choco,25-Sep-21,1169,47,334,Other,Yummies,,,
Andria Kimpton,Mint Chip Choco,25-Sep-21,3703,206,532,Bars,Jucies,,,
Barr Faughny,White Choc,25-Sep-21,805,54,13,Other,Yummies,,,
Van Tuxwell,Smooth Sliky Salty,25-Sep-21,406,21,124,Bars,Yummies,,,
Oby Sorrel,Orange Choco,25-Sep-21,3591,360,3670,Bars,Jucies,,,
Oby Sorrel,White Choc,25-Sep-21,5551,463,123,Other,Jucies,,,
Roddy Speechley,White Choc,25-Sep-21,3605,258,71,Other,Delish,,,
Andria Kimpton,Almond Choco,25-Sep-21,6356,374,5292,Bars,Jucies,,,
Roddy Speechley,70% Dark Bites,25-Sep-21,602,41,399,Bites,Delish,,,
Van Tuxwell,White Choc,26-Sep-21,7042,470,103,Other,Yummies,,,
Jehu Rudeforth,Almond Choco,26-Sep-21,2968,142,2237,Bars,Tempo,,,
Brien Boise,Peanut Butter Cubes,26-Sep-21,294,17,92,Bites,Jucies,,,
Gigi Bohling,After Nines,26-Sep-21,6363,213,1472,Bites,Delish,,,
Andria Kimpton,Fruit & Nut Bars,26-Sep-21,280,18,34,Bars,Jucies,,,
Husein Augar,Choco Coated Almonds,26-Sep-21,406,29,369,Bites,Yummies,,,
Madelene Upcott,Drinking Coco,26-Sep-21,4144,139,358,Other,Jucies,,,
Ches Bonnell,Milk Bars,26-Sep-21,5341,173,381,Bars,Tempo,,,
Rafaelita Blaksland,Fruit & Nut Bars,26-Sep-21,2947,197,314,Bars,Yummies,,,
Dennison Crosswaite,70% Dark Bites,26-Sep-21,12026,926,7022,Bites,Yummies,,,
Brien Boise,Smooth Sliky Salty,26-Sep-21,3983,307,1788,Bars,Jucies,,,
Wilone O'Kielt,White Choc,26-Sep-21,1792,163,35,Other,Delish,,,
Barr Faughny,Milk Bars,26-Sep-21,1526,67,126,Bars,Yummies,,,
Oby Sorrel,Organic Choco Syrup,26-Sep-21,5313,190,378,Other,Jucies,,,
Ches Bonnell,After Nines,26-Sep-21,7728,242,1596,Bites,Tempo,,,
Marney O'Breen,85% Dark Bars,26-Sep-21,413,22,17,Bars,Yummies,,,
Mallorie Waber,White Choc,26-Sep-21,4431,493,122,Other,Tempo,,,
Gunar Cockshoot,Fruit & Nut Bars,26-Sep-21,1036,58,108,Bars,Yummies,,,
Mallorie Waber,Orange Choco,26-Sep-21,217,25,257,Bars,Tempo,,,
Kelci Walkden,70% Dark Bites,26-Sep-21,7616,693,5427,Bites,Yummies,,,
Karlen McCaffrey,Organic Choco Syrup,26-Sep-21,11900,518,986,Other,Yummies,,,
Camilla Castle,70% Dark Bites,26-Sep-21,10437,1044,9294,Bites,Tempo,,,
Madelene Upcott,Fruit & Nut Bars,01-Oct-21,5691,335,571,Bars,Jucies,,,
Jehu Rudeforth,Raspberry Choco,01-Oct-21,5397,300,2177,Bars,Tempo,,,
Ches Bonnell,Organic Choco Syrup,01-Oct-21,3276,143,262,Other,Tempo,,,
Andria Kimpton,Drinking Coco,01-Oct-21,4102,187,533,Other,Jucies,,,
Dennison Crosswaite,Manuka Honey Choco,01-Oct-21,476,18,158,Other,Yummies,,,
Dotty Strutley,Organic Choco Syrup,01-Oct-21,4858,157,255,Other,Delish,,,
